case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00700,2/18/2025,832,Burglary - From motor vehicle (F),3705 STARR KING CIR,,Vehicle Crime,37.415482,-122.11824379999999,"3705 Starr King Cir, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=11886779686221257329,"premise,street_address",street_address_or_premise
25-00706,2/18/2025,1322,Theft of personal property - Motor vehicle parts/accessories (M),888 SOUTHAMPTON DR,,Vehicle Crime,37.4419442,-122.1335382,"888 Southampton Dr, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=5040292927012952266,"premise,street_address",street_address_or_premise
25-00707,2/18/2025,1421,Personate to get money/property - False pretenses/swindle/confidence game (M),250 UNIVERSITY AVE,,Fraud/Financial Crime,37.445277499999996,-122.16187670000001,"250 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=12341423988865526627,"premise,street_address",street_address_or_premise
25-00711,2/18/2025,1724,Theft by use of access card information - Credit card/atm (F),967 MORENO AVE,,Fraud/Financial Crime,37.4415295,-122.1245321,"967 Moreno Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=12123882551386994452,"premise,street_address",street_address_or_premise
25-00715,2/19/2025,832,Stored vehicle (expired veh registration),.4000 TRANSPORT ST,,Administrative/Other,37.4260656,-122.10047589999999,"4000 Transport St, Palo Alto, CA 94303, USA","https://maps.google.com/?q=4000+Transport+St,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba16a2752097:0x91d805800943fc7",street_address,street_address_or_premise
25-00722,2/19/2025,1342,Hate Incident-Non Criminal,250 HAMILTON AVE,,Public Order/Disturbance,37.444215,-122.1596371,"250 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8504657287920517765,"premise,street_address",street_address_or_premise
25-00723,2/19/2025,1456,Stored vehicle (expired veh registration),445 BRYANT ST,,Administrative/Other,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-00728,2/19/2025,1714,Theft of personal property - All other larceny (M),562 KENDALL AVE,,Theft,37.417417199999996,-122.13476070000002,"562 Kendall Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=4845936373608295731,"premise,street_address",street_address_or_premise
25-00730,2/19/2025,2022,Missing Person Locate/Returned,1199 WELCH RD,,Administrative/Other,37.4345381,-122.179034,"1199 Welch Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=2851664767290182217,"premise,street_address",street_address_or_premise
25-00732,2/20/2025,753,Stored vehicle (expired veh registration),.3000 FABIAN WAY,,Administrative/Other,37.4303932,-122.10422099999998,"3000 Fabian Way, Palo Alto, CA 94303, USA","https://maps.google.com/?q=3000+Fabian+Way,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba3fafd9c7b3:0x300c6de55b82632c",street_address,street_address_or_premise
25-00733,2/20/2025,851,Stored vehicle (expired veh registration),.1100 COLORADO AVE,,Administrative/Other,37.440493599999996,-122.11515019999999,"1100 Colorado Ave, Palo Alto, CA 94303, USA","https://maps.google.com/?q=1100+Colorado+Ave,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba4dcaf7bc37:0x42f86393504ccb4a",street_address,street_address_or_premise
25-00734,2/20/2025,919,Stored vehicle (expired veh registration),.1100 COLORADO AVE,,Administrative/Other,37.440493599999996,-122.11515019999999,"1100 Colorado Ave, Palo Alto, CA 94303, USA","https://maps.google.com/?q=1100+Colorado+Ave,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba4dcaf7bc37:0x42f86393504ccb4a",street_address,street_address_or_premise
25-00735,2/20/2025,1014,Stored vehicle (expired veh registration),.200 FOREST AVE,,Administrative/Other,37.4431267,-122.1603118,"200 Forest Ave, Palo Alto, CA 94301, USA","https://maps.google.com/?q=200+Forest+Ave,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb3bb1771ae5:0x983175c5b3a8371b",street_address,street_address_or_premise
25-00736,2/20/2025,1125,Public nuisance (M),UNIVERSITY AVE/ALMA ST,"BICKFORD, LIAM (DOB: 1962-03-26, M, W, PALO ALTO) - 372 PC - Booked",Public Order/Disturbance,37.4444357,-122.1649638,"Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3839466064336225447,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-00738,2/20/2025,1229,Vandalism:deface property (F),558 MADISON WAY,,Property Crime,37.4527682,-122.13506699999999,"558 Madison Way, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=8184477850012005227,"premise,street_address",street_address_or_premise
25-00739,2/20/2025,1300,Smoking in Public Prohibited-Public Places,445 BRYANT ST,"BARRIENTOS, LOUIS DONALD JR. (DOB: 1966-06-29, M, H, SAN JOSE) - PAMC9.14.020 - Booked",Public Order/Disturbance,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-00740,2/20/2025,1300,Possess unlawful paraphernalia (M),445 BRYANT ST,"HYATT, JASON MICHAEL (DOB: 1979-06-07, M, W, SAN JOSE) - 11364(A) HS, 372 PC - Booked",Public Order/Disturbance,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-00741,2/20/2025,1232,Stored vehicle (expired veh registration),180 EL CAMINO REAL,,Administrative/Other,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00742,2/20/2025,1646,Get credit/etc others id - Identity theft (F),855 EL CAMINO REAL,,Fraud/Financial Crime,37.4389939,-122.1588204,"855 El Camino Real, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=11118077703284017645,street_address,street_address_or_premise
25-00743,2/20/2025,1705,Grand theft - From motor vehicle (F),2375 EMBARCADERO RD,,Vehicle Crime,37.4485336,-122.1050468,"2375 Embarcadero Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=1140353678980268343,"premise,street_address",street_address_or_premise
25-00744,2/20/2025,1950,Hit and run with vehicle/property damage only (M),EL CAMINO REAL/STANFORD AVE,,Traffic Incidents,37.4277076,-122.14929149999999,"El Camino Real & Stanford Ave, Stanford, CA 94306, USA","https://maps.google.com/?q=El+Camino+Real+%26+Stanford+Ave,+Stanford,+CA+94306,+USA&ftid=0x808fbae71e59b3a5:0x389a339711e4ddc",intersection,intersection
25-80116,2/20/2025,1403,Vehicle Accident/Non Injury,3440 RAMONA ST,,Traffic Incidents,37.4201368,-122.1238199,"3440 Ramona St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=10499833453954314939,"premise,street_address",street_address_or_premise
25-80119,2/20/2025,2013,Lost Property,95 UNIVERSITY AVE,,Administrative/Other,37.4434368,-122.1651672,"95 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3689665010728101625,"premise,street_address",street_address_or_premise
25-80124,2/20/2025,2359,Burglary - From motor vehicle (F),445 BRYANT ST,,Vehicle Crime,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-80125,2/20/2025,931,Vehicle Accident/Non Injury,PARK BLVD/PAGE MILL RD,,Traffic Incidents,37.426351,-122.13921390000002,"Park Blvd & Page Mill Rd, Palo Alto, CA 94306, USA","https://maps.google.com/?q=Park+Blvd+%26+Page+Mill+Rd,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbaf014e0c6d7:0x699577447dff8719",intersection,intersection
25-00747,2/21/2025,829,Theft of personal property - All other larceny (M),838 UNIVERSITY AVE,,Theft,37.4522313,-122.1545459,"838 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=17570725608160949051,"premise,street_address",street_address_or_premise
25-00749,2/21/2025,930,Stored vehicle (expired veh registration),551 HIGH ST,,Administrative/Other,37.4436751,-122.16274179999999,"551 High St, Palo Alto, CA 94301, USA","https://maps.google.com/?q=551+High+St,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb3a0f8ec2d5:0x1b6efe3dff66e99d",street_address,street_address_or_premise
25-00751,2/21/2025,1327,FOUND PROPERTY,MIDDLEFIELD RD/E MEADOW DR,,Administrative/Other,37.424221599999996,-122.114772,"Middlefield Rd & E Meadow Dr, Palo Alto, CA 94306, USA","https://maps.google.com/?q=Middlefield+Rd+%26+E+Meadow+Dr,+Palo+Alto,+CA+94306,+USA&ftid=0x808fba69cbb99fcb:0x17ba6b6af536d89b",intersection,intersection
25-00756,2/21/2025,1829,Obtain money/etc by false pretenses [over $400] (F),1966 EDGEWOOD DR,,Fraud/Financial Crime,37.4509514,-122.1272233,"1966 Edgewood Dr, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=16165791072315199102,"premise,street_address",street_address_or_premise
25-00757,2/21/2025,1851,Petty theft - All other larceny (M),4102 WILKIE WAY,,Theft,37.415105,-122.12459869999998,"4102 Wilkie Way, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=5638856883243888435,"premise,street_address",street_address_or_premise
25-00758,2/21/2025,1955,Burglary - From motor vehicle (F),475 CAMBRIDGE AVE,,Vehicle Crime,37.425945299999995,-122.1463798,"475 Cambridge Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=15674257134539507976,street_address,street_address_or_premise
25-80120,2/21/2025,1701,Petty theft - From building (M),1661 ALMA ST,,Theft,37.4344739,-122.1493909,"1661 Alma St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=11630296020162757302,"premise,street_address",street_address_or_premise
25-80121,2/21/2025,1645,Petty theft - From building (M),4000 MIDDLEFIELD RD,,Theft,37.418385799999996,-122.1083869,"4000 Middlefield Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=13577840906777621857,"premise,street_address",street_address_or_premise
25-80122,2/21/2025,1005,Burglary - From motor vehicle (F),434 LYTTON AVE,,Vehicle Crime,37.4482475,-122.16110230000001,"434 Lytton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3518185545152952300,street_address,street_address_or_premise
25-80123,2/21/2025,1048,Lost Property,2811 MIDDLEFIELD RD,,Administrative/Other,37.4328661,-122.1273209,"2811 Middlefield Rd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=2801020192526490644,"premise,street_address",street_address_or_premise
25-00761,2/22/2025,932,Grand theft:money/labor/property - All other larceny (F),WILLIAMS ST/STANFORD AVE,,Theft,37.4248957,-122.15045549999999,"2080 Williams St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=2119600686073448118,"real_estate_agency,point_of_interest,establishment",specific_place
25-00763,2/22/2025,1149,Burglary - Burglary/breaking and entering (F),3300 HILLVIEW AVE,,Burglary,37.4068603,-122.14586639999999,"3300 Hillview Ave, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=4919385564683173668,"premise,street_address",street_address_or_premise
25-00764,2/22/2025,1358,Theft of personal property - From motor vehicle (M),2500 EMBARCADERO RD,,Vehicle Crime,37.4575143,-122.1075642,"2500 Embarcadero Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=9700225845947108708,"premise,street_address",street_address_or_premise
25-00771,2/23/2025,25,FOUND PROPERTY,CHANNING AVE/NEWELL RD,,Administrative/Other,37.448776599999995,-122.1397677,"Channing Ave & Newell Rd, Palo Alto, CA 94303, USA","https://maps.google.com/?q=Channing+Ave+%26+Newell+Rd,+Palo+Alto,+CA+94303,+USA&ftid=0x808fbb0fcd4608d9:0xd3a1eb673b1a6b17",intersection,intersection
