case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00850,2/27/2025,1339,Suspicious Circumstances,ARASTRADERO RD,,Public Order/Disturbance,37.391469,-122.1507128,"Arastradero Rd, Palo Alto, CA, USA","https://maps.google.com/?q=Arastradero+Rd,+Palo+Alto,+CA,+USA&ftid=0x808fbaa6cffbbee9:0xef6ecc8c88d70b7a",route,route
25-00855,2/27/2025,1923,Vehicle Accident/Non Injury,EL CAMINO REAL/PAGE MILL RD,,Traffic Incidents,37.4229629,-122.142018,"El Camino Real & Page Mill Rd, Palo Alto, CA 94306, USA","https://maps.google.com/?q=El+Camino+Real+%26+Page+Mill+Rd,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbaee4012b25d:0x8d7aba0086b97fce",intersection,intersection
25-00856,2/27/2025,1710,Vehicle Accident/Non Injury,4000 MIDDLEFIELD RD,,Traffic Incidents,37.418385799999996,-122.1083869,"4000 Middlefield Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=13577840906777621857,"premise,street_address",street_address_or_premise
25-00857,2/27/2025,1957,Vehicle Accident/Injury,HANOVER ST/PAGE MILL RD,,Traffic Incidents,37.4167447,-122.14637959999997,"Palo Alto, CA 94304, USA",https://maps.google.com/?cid=13327289112142927716,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-00858,2/27/2025,1759,Missing Person,W BAYSHORE RD,,Administrative/Other,37.445799,-122.1224595,"W Bayshore Rd, Palo Alto, CA 94303, USA","https://maps.google.com/?q=W+Bayshore+Rd,+Palo+Alto,+CA+94303,+USA&ftid=0x808fbbacf619f075:0x180a832f09f4fb46",route,route
25-00859,2/27/2025,2252,Missing Person Locate/Returned,1199 WELCH RD,,Administrative/Other,37.4345381,-122.179034,"1199 Welch Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=2851664767290182217,"premise,street_address",street_address_or_premise
25-80138,2/27/2025,1038,Petty theft - From motor vehicle (M),662 MELVILLE AVE,,Vehicle Crime,37.4439363,-122.14705810000001,"662 Melville Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=15540674442101594705,"premise,street_address",street_address_or_premise
25-80139,2/27/2025,1052,Vehicle Accident/Non Injury,774 EMERSON ST,,Traffic Incidents,37.4424053,-122.15961469999999,"774 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=706819191845704013,"premise,street_address",street_address_or_premise
25-80140,2/27/2025,1202,Petty theft - All other larceny (M),1742 SAND HILL RD,,Theft,37.4309225,-122.18810389999999,"1742 Sand Hill Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=3878894862839366975,street_address,street_address_or_premise
25-80141,2/27/2025,1820,Hit and run with vehicle/property damage only (M),711 COWPER ST,,Traffic Incidents,37.4467363,-122.1562469,"711 Cowper St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=16797530684602369520,"premise,street_address",street_address_or_premise
25-80142,2/28/2025,6,Grand theft:money/labor/property - All other larceny (F),960 HUTCHINSON AVE,,Theft,37.448153,-122.1429806,"960 Hutchinson Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=16229988697341628168,"premise,street_address",street_address_or_premise
