case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-01125,3/19/2025,1656,Outside Assist,PASTEUR DR,,Administrative/Other,37.4336725,-122.1791063,"Pasteur Dr, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=6169494416735882827,route,route
25-80202,3/19/2025,1330,Vandalism:deface property (M),520 WEBSTER ST,,Property Crime,37.4492396,-122.1577428,"520 Webster St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3663014616781112621,"subpremise,street_address",street_address_or_premise
25-01129,3/20/2025,140,Battery on person - Simple (M),445 BRYANT ST,,Violent/Person Crime,37.446657200000004,-122.1619412,"445 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=1487843547148381158,"premise,street_address",street_address_or_premise
25-01130,3/20/2025,238,Public Nuisance-To Ignite,432 HIGH ST,,Public Order/Disturbance,37.444407999999996,-122.164295,"432 High St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=9329736429663509788,street_address,street_address_or_premise
25-01132,3/20/2025,1200,Grand theft:money/labor/property - Shoplifting (F),180 EL CAMINO REAL,AMORAO JACOB NEIL (DOB: 2000-04-06) M A SAN JOSE; 487(A) PC; Booked,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-01133,3/20/2025,1144,Shoplifting (M),180 EL CAMINO REAL,AMORAO JACOB NEIL (DOB: 2000-04-06) M A SAN JOSE; 459.5(A) PC; Booked,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-01136,3/20/2025,1148,Shoplifting (M),180 EL CAMINO REAL,AMORAO JACOB NEIL (DOB: 2000-04-06) M A SAN JOSE; 459.5(A) PC; Booked,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-01138,3/20/2025,1310,Outside Warrant Arrest - Misdemeanor,275 FOREST AVE,MERRITTSHARP SHAVONNE CLARIO (DOB: 1986-05-22) F B PALO ALTO; Outside Warrant/M; Booked,Warrant/Arrest,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-01139,3/20/2025,1447,Outside Warrant Arrest - Misdemeanor,3941 EL CAMINO REAL,CASTELLONROCHA MARLON (DOB: 1980-02-07) M H SOUTH SAN FRANCISCO; Outside Warrant/M; Cited,Warrant/Arrest,37.416466799999995,-122.1288737,"3941 El Camino Real, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=15812873170605210852,"premise,street_address",street_address_or_premise
25-01142,3/20/2025,1737,Grand theft:money/labor/property - From building (F),456 UNIVERSITY AVE,,Theft,37.4476389,-122.15961420000001,"456 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=2321285137609900392,"subpremise,street_address",street_address_or_premise
25-01143,3/20/2025,1811,Vehicle Accident Involving a Motorcycle,OREGON EXPR/ALMA ST,,Traffic Incidents,37.4468394,-122.1681278,"101 Alma St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=17547375108891140604,"condominium_complex,point_of_interest,establishment",specific_place
25-01144,3/20/2025,1812,Outside Assist,WELCH RD,,Administrative/Other,37.4346638,-122.179252,"Welch Rd, Palo Alto, CA, USA","https://maps.google.com/?q=Welch+Rd,+Palo+Alto,+CA,+USA&ftid=0x808fa4d2c14cc1bd:0x686b8edefe119f33",route,route
25-01145,3/20/2025,2110,Vehicle Accident/Non Injury,SAN ANTONIO RD/E CHARLESTON RD,,Traffic Incidents,37.4218859,-122.10175479999998,"E Charleston Rd & San Antonio Rd, Palo Alto, CA 94303, USA","https://maps.google.com/?q=E+Charleston+Rd+%26+San+Antonio+Rd,+Palo+Alto,+CA+94303,+USA&ftid=0x808fba1233145545:0x8470b64a58b2d577",intersection,intersection
25-01148,3/20/2025,2223,Violate protective order:domestic violence:w/prior (F),FABER PL/EMBARCADERO RD,,Violent/Person Crime,37.4511591,-122.11733980000001,"Faber Pl & Embarcadero Rd, Palo Alto, CA 94303, USA","https://maps.google.com/?q=Faber+Pl+%26+Embarcadero+Rd,+Palo+Alto,+CA+94303,+USA&ftid=0x808fbbb02e88c601:0xe6b94c8b43df247f",intersection,intersection
25-80199,3/20/2025,1206,Petty theft - All other larceny (M),1510 OAK CREEK DR,,Theft,37.433097499999995,-122.1862778,"1510 Oak Creek Dr, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=6296854961067232087,street_address,street_address_or_premise
25-80201,3/20/2025,2136,Petty theft - All other larceny (M),1085 UNIVERSITY AVE,,Theft,37.455635,-122.15249580000001,"1085 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=15206389508195436014,"premise,street_address",street_address_or_premise
25-01152,3/21/2025,1044,Mental Health Evaluation,MANUELA AVE,,Administrative/Other,37.3948602,-122.1333584,"Manuela Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=9592155113823386371,route,route
25-01154,3/21/2025,1444,FOUND PROPERTY,ALMA ST / UNIVERSITY AVE,,Administrative/Other,37.4444357,-122.1649638,"Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3839466064336225447,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-01155,3/21/2025,1602,Grand theft:money/labor/property - From building (F),3223 HANOVER ST,,Theft,37.4125515,-122.1426104,"3223 Hanover St, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=12097414338835181698,"premise,street_address",street_address_or_premise
25-01161,3/21/2025,2256,Vehicle Accident/Non Injury,EL CAMINO REAL/EMBARCADERO RD,,Traffic Incidents,37.437312299999995,-122.15997739999999,"El Camino Real & Embarcadero Rd, Palo Alto, CA 94306, USA","https://maps.google.com/?q=El+Camino+Real+%26+Embarcadero+Rd,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbb2451e36ec1:0xfae160bd3cafc1b",intersection,intersection
25-80203,3/21/2025,1412,Grand theft:money/labor/property - From building (F),3233 HANOVER ST,,Theft,37.411561999999996,-122.1443529,"3233 Hanover St, Palo Alto, CA 94304, USA","https://maps.google.com/?q=3233+Hanover+St,+Palo+Alto,+CA+94304,+USA&ftid=0x808fba93e4012847:0x3d136cc54ae76b5e",street_address,street_address_or_premise
25-80204,3/21/2025,1840,Vehicle Accident/Non Injury,3085 E BAYSHORE RD,,Traffic Incidents,37.4304674,-122.1014129,"3085 E Bayshore Rd, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=12800891811103477375,street_address,street_address_or_premise
25-01166,3/22/2025,1236,Mental Health Evaluation,EL CAMINO REAL/SAND HILL RD,,Administrative/Other,37.446255099999995,-122.17106659999999,"Sand Hill Rd & El Camino Real, Palo Alto, CA 94304, USA","https://maps.google.com/?q=Sand+Hill+Rd+%26+El+Camino+Real,+Palo+Alto,+CA+94304,+USA&ftid=0x808fbb3588ed2083:0xacdcefffd745805",intersection,intersection
25-01169,3/22/2025,2346,Impounded vehicle (evading or reckless driving),.1800 EL CAMINO REAL,,Traffic Incidents,37.4299612,-122.1518535,"1800 El Camino Real, Palo Alto, CA 94306, USA","https://maps.google.com/?q=1800+El+Camino+Real,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbae0b6bb24bf:0x5727e0cae3627a4c",street_address,street_address_or_premise
25-80205,3/22/2025,1013,Hit and run with vehicle/property damage only (M),701 EMERSON ST,,Traffic Incidents,37.4431955,-122.15990160000001,"701 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=2813238522468909561,"premise,street_address",street_address_or_premise
25-80206,3/22/2025,16,Petty theft - From building (M),4129 EL CAMINO WAY,,Theft,37.4139994,-122.12442130000001,"4129 El Camino Way, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=774006494078161656,"premise,street_address",street_address_or_premise
25-80207,3/22/2025,1852,Petty theft - From building (M),206 RAMONA ST,,Theft,37.447398299999996,-122.1657912,"206 Ramona St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=10368482174557741375,street_address,street_address_or_premise
25-01171,3/23/2025,1422,Grand theft:money/labor/property - Shoplifting (F),180 EL CAMINO REAL,,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-01173,3/23/2025,1456,Medical Assist,845 RAMONA ST,,Administrative/Other,37.442381399999995,-122.15728620000002,"845 Ramona St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=12842435311134784521,"premise,street_address",street_address_or_premise
