case_number,date,time,offense_type,location,arrest_info,offense_category,latitude,longitude,formatted_address,google_maps_uri,place_types,location_interpretation
25-00665,2/15/2025,2300,FOUND PROPERTY,275 FOREST AVE,,Administrative/Other,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-00666,2/15/2025,2300,FOUND PROPERTY,275 FOREST AVE,,Administrative/Other,37.4442196,-122.15960210000001,"275 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=95238810619628067,"subpremise,street_address",street_address_or_premise
25-00667,2/15/2025,2259,Missing Person,640 SAN ANTONIO RD,,Administrative/Other,37.4129691,-122.1018073,"640 San Antonio Rd, Mountain View, CA 94043, USA",https://maps.google.com/?cid=3893768833905785330,"premise,street_address",street_address_or_premise
25-00670,2/16/2025,709,Burglary - Burglary/breaking and entering (F),1850 SAND HILL RD,,Burglary,37.4302774,-122.1892058,"1850 Sand Hill Rd, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=5386156165824725445,street_address,street_address_or_premise
25-00605,2/12/2025,814,Vandalism:deface property (M),2329 PARK BLVD,,Property Crime,37.429412899999996,-122.1430668,"2329 Park Blvd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=193538475001758801,street_address,street_address_or_premise
25-00607,2/12/2025,1029,Burglary - From motor vehicle (F),555 WASHINGTON AVE,,Vehicle Crime,37.4359968,-122.1383923,"555 Washington Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=4616585548135236099,"premise,street_address",street_address_or_premise
25-00609,2/12/2025,1049,Burglary - From motor vehicle (F),3039 ALMA ST,,Vehicle Crime,37.423633599999995,-122.13187900000001,"3039 Alma St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=1312075885487452550,street_address,street_address_or_premise
25-00511,2/5/2025,1427,Grand theft - False pretenses/swindle/confidence game (F),3291 MIDDLEFIELD RD,,Fraud/Financial Crime,37.4283413,-122.1207511,"3291 Middlefield Rd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=9315942172583467793,"premise,street_address",street_address_or_premise
24-04421,11/27/2024,1357,Get credit/etc others id - Impersonation (F),1880 CHANNING AVE,,Fraud/Financial Crime,37.4485841,-122.13037329999997,"1880 Channing Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=10674898004145128978,"premise,street_address",street_address_or_premise
25-00644,2/14/2025,1113,Mental Health Evaluation,EL CAMINO REAL,,Administrative/Other,37.4203243,-122.1366538,"El Camino Real, Palo Alto, CA, USA","https://maps.google.com/?q=El+Camino+Real,+Palo+Alto,+CA,+USA&ftid=0x808fcb0b782c489d:0x380db039ff6cae75",route,route
25-00618,2/12/2025,2208,Burglary - From motor vehicle (F),ASH ST/CALIFORNIA AVE,,Vehicle Crime,37.426558299999996,-122.14464839999998,"Ash St & California Ave, Palo Alto, CA 94306, USA","https://maps.google.com/?q=Ash+St+%26+California+Ave,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbae5930bed41:0xe9df47b4b6b1bb8b",intersection,intersection
25-00619,2/12/2025,2212,Burglary - From motor vehicle (F),LYTTON AVE/BRYANT ST,,Vehicle Crime,37.4467061,-122.16289520000001,"Lytton Ave & Bryant St, Palo Alto, CA 94301, USA","https://maps.google.com/?q=Lytton+Ave+%26+Bryant+St,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb382c8316e9:0x2dd25110bf5b5f65",intersection,intersection
25-00623,2/12/2025,2225,Burglary - From motor vehicle (F),539 EMERSON ST,,Vehicle Crime,37.4445013,-122.1620774,"539 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=5636152444368351541,street_address,street_address_or_premise
25-00623,2/12/2025,2225,Burglary - From motor vehicle (F),539 EMERSON ST,,Vehicle Crime,37.4445013,-122.1620774,"539 Emerson St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=5636152444368351541,street_address,street_address_or_premise
25-00581,2/10/2025,1552,Theft of personal property - All other larceny (M),771 HAMILTON AVE,,Theft,37.4510735,-122.15483619999999,"771 Hamilton Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=3281127643648153400,"premise,street_address",street_address_or_premise
25-00585,2/11/2025,107,Suspicious Circumstances,2191 E BAYSHORE RD,,Public Order/Disturbance,37.4509451,-122.1241709,"2191 E Bayshore Rd, East Palo Alto, CA 94303, USA",https://maps.google.com/?cid=126802935068415362,"premise,street_address",street_address_or_premise
25-00534,2/7/2025,1302,Grand theft:money/labor/property - All other larceny (F),536 HAWTHORNE AVE,,Theft,37.450857299999996,-122.16194320000001,"536 Hawthorne Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=2330872134461732770,"premise,street_address",street_address_or_premise
25-00569,2/9/2025,1848,Grand theft:money/labor/property - Shoplifting (F),180 EL CAMINO REAL,,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00538,2/7/2025,1731,Medical Assist,ARASTRADERO RD/THENDARA LN,,Administrative/Other,37.39347,-122.14590000000001,"Los Altos Hills, CA 94022, USA",https://maps.google.com/?cid=7212015281433031042,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-00539,2/7/2025,1734,Viol crt ord dom violence (M),E MEADOW DR,,Violent/Person Crime,37.4244238,-122.1143867,"E Meadow Dr, Palo Alto, CA, USA",https://maps.google.com/?cid=12788470834786356192,route,route
25-00540,2/7/2025,1836,Vehicle Accident Involving a Pedestrian,1022 WEBSTER ST,,Traffic Incidents,37.445116299999995,-122.1515452,"1022 Webster St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=7594097048654909532,"premise,street_address",street_address_or_premise
25-00630,2/13/2025,1202,Vehicle Accident/Injury,PALO RD/QUARRY RD,,Traffic Incidents,37.442401499999995,-122.1688722,"Palo Rd & Quarry Rd, Palo Alto, CA 94304, USA","https://maps.google.com/?q=Palo+Rd+%26+Quarry+Rd,+Palo+Alto,+CA+94304,+USA&ftid=0x808fbb36aac88ded:0x4b8982dbe7899a6a",intersection,intersection
25-00632,2/13/2025,1409,Vehicle Accident/Non Injury,.100 OREGON EXPRESSWAY,,Traffic Incidents,37.4277985,-122.13986479999998,"100 Oregon Expy, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=2529957622120747696,"premise,street_address",street_address_or_premise
25-00633,2/13/2025,1438,Vehicle Accident/Injury,PALO ALTO AVE/ALMA ST,,Traffic Incidents,37.4466087,-122.1689951,"Palo Alto Ave & Alma St, Palo Alto, CA 94301, USA","https://maps.google.com/?q=Palo+Alto+Ave+%26+Alma+St,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb35fd6a2a73:0xe7a07ce6c7ba4aee",intersection,intersection
25-00640,2/14/2025,743,FOUND PROPERTY,270 FOREST AVE,,Administrative/Other,37.443864500000004,-122.1591268,"270 Forest Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=15309316706126398148,"premise,street_address",street_address_or_premise
25-00641,2/14/2025,932,Stored vehicle (expired veh registration),.1100 PARKINSON AVE,,Administrative/Other,37.4456604,-122.14492159999999,"1100 Parkinson Ave, Palo Alto, CA 94301, USA","https://maps.google.com/?q=1100+Parkinson+Ave,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb109715ec11:0xc20768c97c23eeae",street_address,street_address_or_premise
25-00620,2/12/2025,2214,Burglary - From motor vehicle (F),431 EMERSON ST,,Vehicle Crime,37.445279,-122.1637312,"431 Emerson St, Palo Alto, CA 94301, USA","https://maps.google.com/?q=431+Emerson+St,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbb3766e306ed:0x4d6a52da6fc726ac",street_address,street_address_or_premise
25-00603,2/12/2025,905,Take vehicle w/o owners consent/vehicle theft - Motor vehicle theft (F),2315 PARK BLVD,,Vehicle Crime,37.4294158,-122.14328569999998,"2315 Park Blvd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=11801203372252948493,street_address,street_address_or_premise
25-00604,2/12/2025,809,Burglary - From motor vehicle (F),535 N CALIFORNIA AVE,,Vehicle Crime,37.4353621,-122.13770279999999,"535 N California Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8780985642540030210,"premise,street_address",street_address_or_premise
25-00604,2/12/2025,809,Burglary - From motor vehicle (F),535 N CALIFORNIA AVE,,Vehicle Crime,37.4353621,-122.13770279999999,"535 N California Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=8780985642540030210,"premise,street_address",street_address_or_premise
25-00614,2/12/2025,1834,Vehicle Accident/Injury,.400 CAMBRIDGE AVE,,Traffic Incidents,37.4273598,-122.14569809999999,"400 Cambridge Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=7453022585492037337,"subpremise,street_address",street_address_or_premise
25-00615,2/12/2025,2114,Burglary - From motor vehicle (F),391 CAMBRIDGE AVE,,Vehicle Crime,37.4272427,-122.1454607,"391 Cambridge Ave, Palo Alto, CA 94306, USA","https://maps.google.com/?q=391+Cambridge+Ave,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbae5c5642c51:0x80e6979bc861d08b",street_address,street_address_or_premise
25-00616,2/12/2025,2144,Burglary - From motor vehicle (F),391 CAMBRIDGE AVE,,Vehicle Crime,37.4272427,-122.1454607,"391 Cambridge Ave, Palo Alto, CA 94306, USA","https://maps.google.com/?q=391+Cambridge+Ave,+Palo+Alto,+CA+94306,+USA&ftid=0x808fbae5c5642c51:0x80e6979bc861d08b",street_address,street_address_or_premise
25-00617,2/12/2025,2155,Burglary - From motor vehicle (F),440 UNIVERSITY AVE,,Vehicle Crime,37.4474988,-122.15971679999998,"440 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=5223269808121799203,"subpremise,street_address",street_address_or_premise
25-00611,2/12/2025,1314,Petty theft - Shoplifting (M),180 EL CAMINO REAL,,Theft,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-00612,2/12/2025,1611,Battery on person - Simple (M),855 EL CAMINO REAL,,Violent/Person Crime,37.4389939,-122.1588204,"855 El Camino Real, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=11118077703284017645,street_address,street_address_or_premise
25-00601,2/12/2025,505,Take vehicle w/o owners consent/vehicle theft - Motor vehicle theft (F),EL CAMINO WAY,,Vehicle Crime,37.414611,-122.1257681,"El Camino Way, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=1827466574650805021,route,route
25-00536,2/7/2025,1426,Grand theft:money/labor/property - Motor vehicle parts/accessories (F),1011 CHANNING AVE,,Vehicle Crime,37.4490165,-122.14656409999998,"1011 Channing Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=478179479282883748,"premise,street_address",street_address_or_premise
25-00518,2/6/2025,1030,Suspicious Circumstances,780 ARASTRADERO RD,,Public Order/Disturbance,37.400846699999995,-122.132726,"780 Arastradero Rd, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=1226239965238769975,"premise,street_address",street_address_or_premise
25-00528,2/6/2025,1639,Inflict corporal injury on spouse/cohabitant/datng relatnshp - Simple (F),BYRON ST,,Violent/Person Crime,37.4351592,-122.1339506,"Byron St, Palo Alto, CA, USA",https://maps.google.com/?cid=12326788350264137327,route,route
25-00530,2/7/2025,121,Grand theft:money/labor/property - Motor vehicle parts/accessories (F),3707 LINDERO DR,,Vehicle Crime,37.416647399999995,-122.1205759,"3707 Lindero Dr, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=17828401439965987454,"premise,street_address",street_address_or_premise
25-00530,2/7/2025,121,Grand theft:money/labor/property - Motor vehicle parts/accessories (F),3707 LINDERO DR,,Vehicle Crime,37.416647399999995,-122.1205759,"3707 Lindero Dr, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=17828401439965987454,"premise,street_address",street_address_or_premise
25-00509,2/5/2025,1517,Hit and run with vehicle/property damage only (M),BRYANT ST/SANTA RITA AVE,,Traffic Incidents,37.4335793,-122.1420524,"Bryant St & Santa Rita Ave, Palo Alto, CA 94301, USA","https://maps.google.com/?q=Bryant+St+%26+Santa+Rita+Ave,+Palo+Alto,+CA+94301,+USA&ftid=0x808fbae31f75bdbf:0x5d124c4acad2c289",intersection,intersection
25-00480,2/3/2025,1915,Take vehicle w/o owners consent/vehicle theft - Motor vehicle theft (F),2879 ALMA ST,,Vehicle Crime,37.425002,-122.13386089999999,"2879 Alma St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=7417078530041155041,street_address,street_address_or_premise
25-00480,2/3/2025,1915,Take vehicle w/o owners consent/vehicle theft - Motor vehicle theft (F),2879 ALMA ST,,Vehicle Crime,37.425002,-122.13386089999999,"2879 Alma St, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=7417078530041155041,street_address,street_address_or_premise
25-00433,1/31/2025,1359,Hit and run accident with run away vehicle (M),EMBARCADERO RD/WILDWOOD LN,,Traffic Incidents,37.4467782,-122.127371,"Palo Alto, CA 94303, USA",https://maps.google.com/?cid=11877677118807761048,"bus_stop,transit_station,point_of_interest,establishment",specific_place
25-00647,2/14/2025,1350,Property for Destruction,731 MONTROSE AVE,,Property Crime,37.4191238,-122.1053902,"731 Montrose Ave, Palo Alto, CA 94303, USA",https://maps.google.com/?cid=5699780233012779608,"premise,street_address",street_address_or_premise
25-80097,2/12/2025,1749,Hit and run with vehicle/property damage only (M),180 EL CAMINO REAL,,Traffic Incidents,37.443646199999996,-122.16849889999997,"180 El Camino Real, Palo Alto, CA 94304, USA",https://maps.google.com/?cid=10694182497936204464,street_address,street_address_or_premise
25-80098,2/12/2025,1826,Hit and run with vehicle/property damage only (M),911 BRYANT ST,,Traffic Incidents,37.442892,-122.15589829999999,"911 Bryant St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=5459377244009753811,"premise,street_address",street_address_or_premise
25-80099,2/13/2025,19,Burglary - From motor vehicle (F),463 CALIFORNIA AVE,,Vehicle Crime,37.425433999999996,-122.1452212,"463 California Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=18097427507098991566,"premise,street_address",street_address_or_premise
25-80100,2/12/2025,2327,Burglary - From motor vehicle (F),301 UNIVERSITY AVE,,Vehicle Crime,37.4462304,-122.16169930000001,"301 University Ave, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=4254121313138384300,"premise,street_address",street_address_or_premise
25-80101,2/13/2025,1115,Burglary - From motor vehicle (F),375 CAMBRIDGE AVE,,Vehicle Crime,37.4273793,-122.1449463,"375 Cambridge Ave, Palo Alto, CA 94306, USA",https://maps.google.com/?cid=6759509168376566880,"premise,street_address",street_address_or_premise
25-80102,2/5/2025,928,Vehicle Accident/Non Injury,CHURCHILL AVE/EL CAMINO REAL,,Traffic Incidents,37.432463999999996,-122.15473109999999,"El Camino Real & Churchill Ave, Stanford, CA 94305, USA","https://maps.google.com/?q=El+Camino+Real+%26+Churchill+Ave,+Stanford,+CA+94305,+USA&ftid=0x808fbb207e1371af:0x66a6d9f01c79231b",intersection,intersection
25-80103,2/13/2025,1647,Lost Property,423 PALM ST,,Administrative/Other,37.456243,-122.1478662,"423 Palm St, Palo Alto, CA 94301, USA",https://maps.google.com/?cid=7070982377657094749,"premise,street_address",street_address_or_premise
